gene_name,bio_process,mol_func,syst_id,G0.05,G0.1,G0.15,G0.2,G0.25,G0.3,N0.05,N0.1,N0.15,N0.2,N0.25,N0.3,P0.05,P0.1,P0.15,P0.2,P0.25,P0.3,S0.05,S0.1,S0.15,S0.2,S0.25,S0.3,L0.05,L0.1,L0.15,L0.2,L0.25,L0.3,U0.05,U0.1,U0.15,U0.2,U0.25,U0.3
NPR2,urea transport*,channel regulator activity,YEL062W,0.38,0.01,0.51,0.48,0.24,0.11,0.92,0.87,0.6,1.02,0.83,0.75,0.09,-0.12,-0.09,-0.31,-0.12,-0.11,-0.55,0.01,0.1,0.09,0.21,0.12,0.3,0.19,0.32,0.31,0.1,0.08,-0.05,0.14,0.17,0.19,0.19,0.19
IDS2,meiosis,molecular function unknown,YJL146W,0.37,0.23,0.2,0.24,0.08,0.14,1.14,0.68,0.71,0.46,0.3,0.47,0.26,0.26,0.19,-0.02,-0.01,-0.07,-0.28,0.38,-0.01,0.07,0.15,0.15,-0.09,-0.04,0.35,0.15,-0.1,0.06,-0.67,0.32,-0.03,-0.03,0,0.19
GLT1,glutamate biosynthesis,glutamate synthase (NADH) activity,YDL171C,0.96,0.72,0.68,0.31,0.41,0.42,3.09,2.63,1.8,1.66,1.28,0.99,1.48,1.26,0.65,0.5,0.12,0.29,0.09,0.63,0.24,0.08,0.05,-0.1,0.09,-0.12,-0.12,-0.19,-0.02,0.02,-1.77,-0.65,0.12,0.23,0.21,0.16
SAG1,agglutination during conjugation with cellular fusion,cell adhesion molecule binding,YJR004C,0.46,0.13,0.3,0.43,0.27,0.41,0.8,1.07,0.71,0.62,0.4,0.7,0.13,0.07,0.13,0.03,-0.19,0.26,-0.05,0.4,0.34,0.5,0.26,0.43,0.21,0.1,0.27,0.35,0.27,0.05,-0.74,0.18,0.09,0.16,0.6,0.52
TFP1,vacuolar acidification*,"hydrogen-transporting ATPase activity, rotational mechanism*",YDL185W,0.08,-0.33,0.13,0.3,0.09,-0.02,1.17,1.52,0.94,0.74,0.7,0.51,0.17,0.1,0.03,-0.04,-0.1,0.22,-0.22,0.98,0.86,0.91,0.47,0.53,0.32,0.25,0.37,0.45,0.17,-0.15,0.21,0.38,0.2,-0.02,0.52,0.39
,biological process unknown,molecular function unknown,YLR053C,2.34,2.35,1.4,0.22,-0.22,0.04,4.16,3.85,3.95,4.26,3.59,1.99,3.04,2.99,2.52,NA,0.88,NA,NA,-0.15,0.36,NA,-0.24,NA,1.38,1.22,0.51,0.52,0.33,NA,1.38,1.89,3.83,4.51,3.86,2.12
YPC1,ceramide metabolism,ceramidase activity,YBR183W,0.05,-0.12,-0.23,0.13,-0.07,-0.4,0.81,1.18,0.87,1.01,0.34,0.11,0.5,0.36,0.17,0.15,-0.16,-0.05,-0.93,0.07,0.08,0.25,0.23,0.39,0.46,0.4,0.33,0.34,-0.04,0.02,0.64,1.05,0.47,0.46,0.45,0.15
NOT3,regulation of transcription from RNA polymerase II promoter*,3'-5'-exoribonuclease activity,YIL038C,-0.06,0.01,0.23,0.17,0.04,-0.06,0.4,0.37,0.37,0.39,0.23,-0.07,0.19,0.28,0.34,0.11,-0.11,-0.17,-0.26,0.08,0.17,0.23,0.34,0.15,0.32,0.26,0.16,0.02,-0.04,0.07,0.05,0.25,0.14,0.24,0.07,-0.02
ERG3,ergosterol biosynthesis,C-5 sterol desaturase activity,YLR056W,0.73,0.18,0.39,0.22,-0.1,-0.02,0.94,1.22,0.83,0.64,0.3,0.31,1.18,0.8,0.51,0.53,0.39,0.36,-0.29,0.78,0.47,0.47,0.29,0.43,0.69,0.86,0.56,0.47,0.3,-0.01,0.61,0.22,-0.04,-0.21,0,0.06
,biological process unknown,molecular function unknown,YMR102C,0.04,0.25,0.24,0.37,0.08,0.09,0.93,0.79,0.3,0.21,-0.05,0.13,0.7,0.57,0.47,0.07,-0.01,-0.13,-0.38,0.61,0.24,0.34,0.32,0.32,0.61,0.42,0.3,0.18,0.21,0.24,0.74,0.22,0.16,0.09,0.24,0.33
UGA2,response to oxidative stress*,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,YBR006W,0.8,0.22,0.28,0.45,0.27,0.22,1.32,1.13,0.72,0.34,0.24,0.16,0.66,0.47,0.32,0.2,-0.07,0.09,0.1,0.45,0.21,0.45,0.45,0.53,0.42,0.29,0,0.13,0.03,0.04,0.25,0.97,0.59,0.28,0.49,0.22
UGP1,protein amino acid glycosylation*,UTP-glucose-1-phosphate uridylyltransferase activity,YKL035W,0.46,0.03,0.28,0.63,0.5,0.37,1.63,1.4,0.63,0.7,0.29,0.47,1.21,1.09,0.63,0.52,0.6,0.19,-0.51,0.35,0.1,0.22,0.28,0.34,0.28,0.08,0.3,0.23,0.21,0.4,0.08,1.12,0.65,0.64,0.74,0.55
PAT1,chromosome segregation*,molecular function unknown,YCR077C,0.23,-0.13,0.26,0.47,0.39,0.42,0.99,1.03,0.19,0.4,0.32,0.55,0.51,0.42,0.19,0.27,-0.06,0.36,-0.59,0.32,-0.06,0.2,-0.07,0.23,0.24,0.1,0.27,0.19,0.2,0.33,0.67,0.33,0.07,0.01,0.28,0.28
VID22,vacuolar protein catabolism,molecular function unknown,YLR373C,0.32,0.17,0.15,0.24,0.45,0.48,0.79,0.87,0.48,0.45,0.36,0.75,0.43,0.24,0.18,0.15,0.17,0.3,-0.06,0.57,0.18,0.35,0.27,0.54,0.27,-0.02,0.3,0.27,0.37,0.3,0.57,0.28,0.24,0.27,0.5,0.49
PHO2,transcription*,transcription factor activity,YDL106C,0.21,0.04,0.26,0.29,0.27,0.18,0.48,0.56,0.24,0.27,0.23,0.39,0.12,0.06,0.2,0.51,0.19,0.06,-0.08,0.3,0.21,0.22,0.07,0.08,0.18,0.08,0.15,0.14,0.03,0.17,0.2,0.22,0.12,0.12,0.22,0.05
VPS8,late endosome to vacuole transport,molecular function unknown,YAL002W,0.23,-0.01,0.22,0.43,0.28,0.12,0.56,0.67,0.12,-0.05,-0.02,0.33,0.59,0.42,0.28,0.3,0.16,-0.07,-0.26,-0.05,-0.14,0.01,-0.05,0.18,0.42,0.1,0.22,0.07,0.14,0.13,0.69,0.27,0.27,0.16,0.24,0.21
PPH22,protein biosynthesis*,protein phosphatase type 2A activity,YDL188C,0.29,0.08,0.07,0.25,0.11,0.18,0.52,0.5,0.04,0.09,-0.28,0.29,0.52,0.34,0.23,0.17,0.32,0.25,-0.15,0.22,-0.02,0.05,-0.01,-0.01,0.05,0.09,0.08,0.1,0.06,0.14,0.43,0.29,0.03,0,0.16,0.3
,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity,YPL017C,0.55,0.77,0.3,0.22,-0.41,NA,2.72,1.53,0.62,0.17,-0.16,NA,0.19,0.29,0.46,0.11,0.26,-0.08,NA,1.73,0.29,NA,0.06,0.94,0.97,NA,0.09,-0.06,-0.18,NA,NA,0.9,0.15,0.36,0.1,-0.1
PMA1,regulation of pH*,"hydrogen-exporting ATPase activity, phosphorylative mechanism",YGL008C,0.38,0.34,0.09,0.01,-0.27,-0.2,1.65,1.29,0.83,0.61,0.3,0.11,0.46,0.53,0.58,0.52,0.17,-0.45,-0.67,1.13,0.54,0.37,0.17,0.34,0.39,0.49,0.07,0,0.01,-0.13,-1.11,0.93,0.33,-0.08,0.16,0.2
,biological process unknown,molecular function unknown,YBR287W,0.52,0.2,0.22,0.36,-0.29,-0.6,2.55,1.88,1.8,1.5,1.22,0.73,1.4,1.59,1.4,1.44,0.91,0.59,-1.26,1.73,0.43,0.59,0.26,0.5,0.52,0.49,-0.06,-0.21,-0.33,-0.48,-0.13,1.53,0.62,-0.12,0.23,0.3
,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity,YNL092W,0.91,NA,0.24,0.31,0.18,0.09,1.85,1.17,0.98,0.58,0.55,0.19,0.79,0.76,0.8,0.43,0.24,-0.09,NA,0.65,-0.08,0.1,0.01,-0.1,0.71,0.51,0,-0.43,-0.17,-0.05,0.2,1.05,0.15,-0.07,-0.11,0.02
MUB1,regulation of cell budding,molecular function unknown,YMR100W,0.55,0.46,0.19,-0.01,-0.23,-0.38,0.96,0.51,1.04,0.7,0.27,-0.21,0.71,0.44,0.66,0.56,0.44,-0.03,-0.6,1.02,0.44,0.29,0.1,-0.12,0.33,0.34,0.03,-0.14,-0.28,-0.43,0.07,0.08,-0.07,-0.5,-0.35,-0.29
PSP1,biological process unknown,molecular function unknown,YDR505C,0.61,0.37,0.09,0,-0.13,-0.4,1.11,1.03,0.91,0.35,0.05,-0.25,0.46,0.66,0.42,0.44,-0.02,-0.09,0.24,1,0.34,0.11,-0.05,-0.06,0.12,0.16,0.01,-0.05,-0.22,-0.37,-0.03,0.3,-0.24,-0.26,-0.28,-0.42
ATG1,autophagy,protein serine/threonine kinase activity,YGL180W,1.73,1.12,0.36,0.06,-0.18,-0.51,1.61,1.23,1.32,0.85,0.33,-0.23,1.06,0.43,0.33,0.16,-0.12,0.15,0.23,1.15,0.77,0.26,0.35,0.06,0.98,0.88,0.19,-0.01,-0.53,-0.81,-0.52,0.36,-0.36,-0.66,-0.47,-0.76
UGA3,regulation of transcription from RNA polymerase II promoter*,transcription factor activity*,YDL170W,0.62,0.88,0.21,0.03,-0.17,0.16,0.94,0.74,1.02,0.73,0.65,0.51,0.91,0.7,0.42,0.55,0.32,0.29,-0.73,0.15,0.39,0.23,0.03,0.07,0.88,0.79,0.31,0.24,-0.31,-0.47,-0.27,0.24,0.1,0.12,0.16,0.06
ALR2,magnesium ion transport*,"di-, tri-valent inorganic cation transporter activity",YFL050C,0.3,0.62,0.27,0.36,-0.05,-0.01,0.53,0.33,0.49,0.3,0.32,0.13,0.17,0.18,0.43,0.55,0.2,0.15,NA,0.11,0.07,0.1,-0.06,0.1,0.47,0.24,0.09,-0.04,0.02,0.04,-0.34,0.6,0.51,-0.01,-0.01,0.07
ERG20,ergosterol biosynthesis*,dimethylallyltranstransferase activity*,YJL167W,0.22,0.24,0.63,0.42,0.11,0.09,0.1,0.44,0.42,0.5,0.25,0.1,-0.24,0.3,0.4,-0.35,0.1,-0.16,-0.16,0.13,0.29,0.24,0.51,0.02,0.23,0.38,0.32,0.2,0.11,0.22,0.07,0.68,0.42,0.46,0.23,0.06
SNF8,protein-vacuolar targeting*,molecular function unknown,YPL002C,0.64,0.76,0.43,0.2,0.2,0.17,0.13,0.3,0.98,0.67,0.41,0.3,-0.12,0.02,-0.12,0.05,-0.09,-0.3,0.37,0.5,0.43,0.21,0.26,0.28,-0.03,0.22,0.02,0.12,0.07,0.19,-0.06,0.53,0.21,0.34,0.15,0.06
DSE1,cell wall organization and biogenesis,molecular function unknown,YER124C,0.72,1.07,2.72,2.24,0.24,-0.26,0.76,2,2.58,2.12,0.71,0.4,-0.17,0.21,0.47,0.43,0.22,-0.67,0.63,1.97,0.99,1.15,1.22,0.94,0.07,0.6,0.64,0.35,-0.05,-0.01,0.63,1.25,0.7,0.78,0.46,0
,biological process unknown,molecular function unknown,YGL250W,0.4,0.62,0.49,0.53,0.33,0.09,0.21,0.34,0.42,0.33,0.04,0.02,-0.02,0.2,0.14,0.14,-0.08,-0.13,0.46,0.51,0.26,0.15,0.18,0.14,-0.29,-0.09,-0.02,-0.1,-0.18,-0.17,0.2,0.42,0.01,0.12,-0.01,-0.24
CTS1,"cytokinesis, completion of separation*",endochitinase activity,YLR286C,-0.11,0.34,2.12,1.57,-0.16,-0.65,0.24,0.67,0.78,0.45,-0.16,-0.08,-0.14,0.01,-0.05,0.05,-0.04,-0.65,1.16,1.74,0.26,0.62,0.51,0.61,-0.12,-0.02,0.21,0.04,-0.04,-0.67,0.17,0.22,0.11,-0.25,0.06,0.08
DSE4,"cytokinesis, completion of separation","glucan 1,3-beta-glucosidase activity",YNR067C,0.57,0.65,1.83,1.28,-0.26,-0.6,0.54,1.05,0.85,0.55,-0.11,-0.35,-0.19,-0.24,-0.11,-0.34,-0.62,-0.69,0.73,0.92,-0.23,0.18,0.12,0.08,0.13,0.15,0.51,0.16,-0.34,-0.51,0.63,-0.04,-0.24,-0.13,-0.25,-0.41
PSA1,protein amino acid glycosylation*,mannose-1-phosphate guanylyltransferase activity,YDL055C,-0.17,-0.02,1.4,1.15,0.13,0.07,0.02,0.13,0.25,0.55,0.19,0.27,0.03,-0.1,0.04,-0.15,0.1,0.11,0.42,0.57,0,0.33,0.52,0.2,-0.02,0.25,0.53,0.34,0.21,0.43,-0.05,0.27,0.32,0.52,0.31,0.25
,response to dessication,molecular function unknown,YBR016W,0.52,0.46,0.91,0.86,0.2,0.15,0.54,0.26,-0.27,-0.31,-0.11,0.29,-0.39,-0.08,-0.12,0.1,0.01,0.29,1.41,-0.08,-0.11,0.06,-0.1,0.08,0.14,0.13,0.16,0.12,0,0.02,0.8,-0.07,-0.13,-0.15,-0.02,-0.04
,biological process unknown,lipase activity,YJR107W,0.21,0.03,0.24,0.25,-0.01,0.02,0.6,0.24,-0.29,-0.28,-0.43,0.08,-0.04,0.03,-0.11,0.03,-0.04,0.37,0.46,0.26,-0.04,0.11,-0.13,0.17,0.44,0.02,0.01,-0.02,-0.02,-0.23,0.4,0.17,0.01,-0.29,-0.01,0.14
,,,YFL006W,0.54,0.21,0.46,0.34,0.18,0.39,1.2,0.56,-0.2,-0.28,-0.41,0.12,0.15,0.03,-0.11,-0.18,-0.01,0.01,0.65,0.39,0.1,0.01,0.1,0.09,0.43,0.02,-0.15,-0.25,0,0.03,0.45,-0.34,-0.16,-0.28,-0.25,0.14
,formaldehyde catabolism,carboxylesterase activity,YJL068C,0.54,0.1,0,0.29,0.24,0.29,1.24,1.09,-0.28,-0.1,-0.4,0.42,0.15,0.34,0.11,0.16,0.03,0.02,0.8,-0.12,-0.15,0.03,-0.12,0.01,0.25,-0.06,0.12,0.02,-0.1,0.1,0.58,0.41,0.12,-0.12,0.11,0.28
,biological process unknown,molecular function unknown,YKL098W,0.26,0.13,0.36,0.38,0.28,0.34,0.57,0.46,-0.2,-0.09,-0.3,0.26,0.03,0.02,-0.14,0.71,0,0.17,0.8,-0.12,-0.1,-0.07,-0.08,0.1,0.22,-0.04,0.11,0.05,0.12,0.13,0.68,0.18,0.13,0.02,0.15,0.23
IKI3,regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription elongation factor activity*,YLR384C,0.21,0.01,0.08,0.17,0.14,0.25,0.57,0.35,0.09,-0.21,-0.1,0.08,0.11,0.21,0.24,0.04,0.15,0.28,0.79,0.21,-0.04,0.05,-0.14,0,0.16,-0.04,0.05,-0.12,0.02,0.17,0.32,-0.19,0.07,0.04,-0.09,0.18
UPC2,sterol biosynthesis*,RNA polymerase II transcription factor activity,YDR213W,0.01,0.24,0.48,0.14,0.17,0.16,0.79,0.3,-0.43,-0.09,0.07,0.22,0.1,0.15,-0.01,0.19,0.3,0.27,0.24,0.52,0.28,0.49,0.39,0.39,0.21,0.3,0.47,0.4,0.36,0.23,0.25,-0.29,-0.05,0.28,0.07,0.2
PAC11,"nuclear migration, microtubule-mediated*",microtubule motor activity*,YDR488C,-0.06,0.36,0.35,0.38,0.22,0.62,1.8,1.01,-0.28,-0.23,0.28,0.51,0.45,0.74,0.59,0.75,0.58,0.91,0.45,0.72,0.36,0.02,0.18,0.02,0.26,-0.25,0.43,0.28,0.31,0.48,0.88,-0.68,0.25,0.26,0.25,0.38
CDC47,DNA replication initiation*,chromatin binding*,YBR202W,0.03,-0.05,0.09,0.2,0.22,0.13,0.88,0.61,0,0.1,-0.07,0.43,0.24,0.35,0.28,0.23,0.19,0,0.11,-0.09,-0.12,-0.15,-0.13,-0.17,0.24,0.18,0.31,0.05,0.06,0.02,0.21,-0.3,-0.03,-0.18,-0.14,0.11
RIA1,ribosomal large subunit biogenesis*,GTPase activity,YNL163C,-0.01,-0.08,0.17,0.14,-0.03,-0.05,0.7,0.55,0.39,0.17,0.09,0.14,0.18,0.24,0.31,-0.01,0.15,0.2,0.43,0.03,-0.26,-0.07,-0.07,-0.07,0.32,0.12,0.26,0.03,0.05,0.07,0.37,-0.12,-0.02,-0.04,-0.01,-0.07
,biological process unknown,molecular function unknown,YPR084W,-0.03,-0.22,0.14,0.33,0.01,-0.11,0.72,0.2,-0.06,-0.1,-0.13,-0.15,0.43,0.25,0.19,0.19,0.13,0.24,0.4,-0.22,-0.33,-0.17,-0.24,-0.31,0.09,-0.1,0.13,0.13,0.09,-0.06,0.34,0.02,0.05,0,-0.01,0.06
TFC7,transcription initiation from RNA polymerase III promoter,RNA polymerase III transcription factor activity,YOR110W,0.01,-0.17,0.07,0.24,0.01,0.03,0.24,0.07,-0.23,-0.08,-0.07,-0.06,0.08,0.07,0.25,0.07,0.18,0,0,-0.15,-0.21,-0.12,-0.02,-0.12,0.16,0.03,0.24,0.09,0.01,0.12,0.61,0.01,0.05,0.07,-0.08,0.03
SEC27,ER to Golgi transport*,molecular function unknown,YGL137W,-0.2,-0.21,0.01,0.24,0.12,0.06,0.8,0.48,-0.22,-0.34,-0.21,0.07,0.26,0.53,0.1,0.09,0.15,0.26,0.08,-0.03,-0.05,-0.03,-0.03,-0.02,0.22,-0.15,0.3,0.1,0.1,0.07,1.26,-0.07,0.13,0.13,0.07,0.1
VPS53,Golgi to vacuole transport*,protein binding,YJL029C,-0.24,-0.25,0.05,0.12,0.14,0.15,0.72,0.28,-0.33,-0.26,-0.15,0.14,0.08,0.16,-0.02,-0.07,-0.11,-0.04,-0.18,-0.28,-0.22,-0.1,-0.17,-0.01,0.13,-0.24,0.17,0.11,0.13,0.15,0.64,-0.04,0.03,0.08,0.16,0.23
,biological process unknown,molecular function unknown,YGR210C,-0.2,-0.34,0.05,0.18,0.16,0.22,0.87,0.63,-0.05,-0.04,0.23,0.34,0.1,0.22,-0.02,0.14,-0.04,-0.01,-0.17,-0.45,-0.26,-0.28,-0.12,-0.21,0.25,0.17,0.2,0.23,0.26,0.23,0.64,-0.05,0.1,0.07,-0.13,0.2
GUS1,glutamyl-tRNA aminoacylation,glutamate-tRNA ligase activity,YGL245W,-0.26,-0.29,0.12,0.28,0.18,0.12,0.49,0.3,-0.29,-0.11,0.1,0.29,-0.39,-0.11,0.14,0,0.22,0.09,-0.18,-0.34,-0.05,-0.01,0.03,0.02,0.5,0,0.44,0.23,0.11,0.23,0.39,-0.11,-0.01,0.26,0.13,0.15
SCS2,chromatin silencing at telomere*,protein binding,YER120W,0,0,0.39,0.32,0.17,0.23,0.59,0.31,-0.28,-0.06,-0.04,0.46,0,0.1,-0.05,0,0.21,0.23,-0.29,0.04,0.19,0.14,0.07,0.13,0.23,-0.08,0.22,0.08,-0.03,0.11,0.54,0.15,0.17,0.04,0.12,0.19
,biological process unknown,molecular function unknown,YOR112W,0,-0.15,0.16,0.3,0.28,0.25,0.53,0.33,-0.02,-0.07,0.07,0.26,0.01,0.03,-0.03,0.15,0.07,0.2,0.19,-0.11,0.13,0.03,-0.05,0.06,0.07,0.16,0.29,0.2,0.34,0.13,0.02,0.11,0.08,-0.05,0.23,0.26
TIF1,translational initiation,translation initiation factor activity,YKR059W,0.09,-0.28,0.1,0.23,0.16,0.27,0.22,0.28,-0.04,0.1,-0.12,0.34,0.02,0.15,0,-0.13,0.13,0.35,0.2,0.12,0.22,0.1,0.1,0.05,-0.08,0.01,0.24,0.19,0.11,0.2,0.02,0.21,0.05,0.05,0.15,0.23
TIF2,translational initiation*,translation initiation factor activity*,YJL138C,0.2,-0.18,0.18,0.28,0.19,0.28,0.42,0.47,0.02,0.18,0.03,0.4,0.47,0.15,0.21,-0.1,0.18,0.26,0.36,0.14,0.13,0.18,0.15,0.12,0.08,0.14,0.33,0.2,0,0.19,0.07,0.32,0.09,0.07,0.27,0.3
,biological process unknown,molecular function unknown,YIR007W,0.18,-0.25,0.39,0.34,-0.02,0.18,1.31,0.81,0.03,0.25,0.12,0.43,0.83,0.52,0.45,0.21,0.18,-0.36,0.31,0.36,0.27,0.25,0.03,0.12,0.3,0.21,0.25,0.16,0.05,-0.04,-0.57,0.65,0.17,0.05,0.24,0.12
SAC6,endocytosis*,"protein binding, bridging*",YDR129C,-0.02,-0.08,0.77,0.77,0.16,-0.01,1.22,0.76,-0.07,-0.09,-0.15,0.26,0.08,0.19,0.08,-0.02,0.1,-0.02,0.83,0.43,0.05,0.14,0.22,0.02,0.33,0.05,0.22,-0.07,0.01,0.03,0.32,0.5,0.23,0.03,-0.04,-0.06
EHT1,lipid metabolism,serine hydrolase activity,YBR177C,-0.1,-0.29,-0.01,0.48,0.14,0.06,0.94,1,-0.04,0.07,-0.44,0.23,-0.06,0.26,-0.01,-0.29,-0.05,-0.14,0.47,0.41,0.1,0.15,0.16,0,0,0.19,0.16,-0.16,-0.2,-0.02,-0.1,0.84,0.3,-0.02,0.13,0.06
,biological process unknown,molecular function unknown,YKR089C,0.1,0.04,0.25,0.28,0.11,0.21,0.76,0.41,-0.95,-0.19,-0.14,0.3,0.14,0.12,0.05,-0.1,-0.14,-0.09,-0.02,0.04,0.04,0.02,-0.06,-0.01,0.2,-0.06,0,-0.01,0.15,0.06,0.28,0.04,0.12,0.01,0.12,0.24
PLB1,glycerophospholipid metabolism,lysophospholipase activity,YMR008C,0.27,0,0.26,0.31,-0.24,-0.51,0.53,0.52,-0.02,0.15,-0.09,0.01,0.06,0.14,0.15,0.31,0.02,-0.09,-0.28,0.4,0,0.34,0,0.44,0.73,0.4,0.21,0.09,-0.03,-0.39,0.34,1.03,0.78,0.07,0.61,0.22
,biological process unknown,molecular function unknown,YJL171C,0.02,-0.24,0.13,0.32,-0.47,-0.88,0.7,1.01,0.44,0.28,0.08,-0.17,-0.47,-0.11,0.13,-0.01,-0.09,-0.12,0.2,1.06,0.36,0.7,0.46,0.76,1.01,0.87,0.35,0.31,-0.16,-0.23,1.27,1.58,0.81,0.15,0.75,0.38
,,,YDL247W-A,0.16,0.16,0.35,0.34,-0.28,-0.36,0.52,0.5,0.35,-0.05,0.01,-0.12,-0.02,-0.1,-0.22,-0.32,-0.4,-0.2,0.59,0.38,0.34,0.42,0.23,0.24,0.55,0.17,-0.18,-0.24,-0.13,-0.18,0.41,0.66,0.33,-0.02,0.33,0.44
LUC7,mRNA splice site selection,mRNA binding,YDL087C,0.49,0.23,0.09,-0.05,-0.23,0.16,0.83,0.61,0.27,0.09,0.2,0.04,-0.45,-0.37,-0.1,-0.28,-0.03,-0.04,0.81,0.33,0.48,0.09,0.1,0.14,0.02,-0.1,-0.15,0.11,-0.15,0.01,0.61,-0.01,-0.22,-0.06,-0.34,0.08
,biological process unknown,molecular function unknown,YGL226W,0.24,0.44,0.09,0.38,0.34,0.12,-0.17,0.54,0.92,0.26,0.34,-0.11,-0.39,-0.32,-0.14,-0.01,-0.14,-0.25,0.55,0.52,0.37,0.41,0.39,0.36,0.18,-0.02,-0.13,-0.12,-0.18,-0.2,1.4,0.12,-0.09,-0.08,-0.54,-0.56
,biological process unknown,molecular function unknown,YKL018C-A,0.02,0.32,-0.02,0.09,-0.01,-0.16,0.15,0.34,0.65,0.22,0.27,-0.07,0.05,0.15,0.32,0.25,0.07,-0.23,0.79,0.24,0.07,0.07,-0.05,0.02,0.09,-0.38,-0.51,-0.41,-0.32,-0.31,1.04,-0.21,-0.1,-0.18,-0.07,-0.11
SOM1,proteolysis and peptidolysis,molecular function unknown,YEL059C-A,0.25,0.32,-0.04,-0.06,-0.24,-0.47,0.68,0.59,0.66,0.13,0.17,-0.23,-0.01,-0.01,-0.04,-0.14,-0.08,0.29,0.62,0.65,0.18,0.14,0.02,-0.01,-0.11,-0.47,-0.81,-0.48,-0.44,-0.43,1.07,0.15,0.2,-0.18,-0.03,-0.18
,,,YPR002C-A,0.69,0.09,-1.18,-0.34,-0.36,-0.58,0.69,0.82,0.71,-0.1,-0.94,-0.91,-0.86,-0.98,-0.81,-0.41,-0.77,0.07,1.95,0.62,0.62,0.62,0.2,0.15,-0.27,-1.02,-1.12,-0.62,-0.92,-0.85,2.18,0.44,-0.46,-0.74,-1.09,-1.07
,biological process unknown,molecular function unknown,YDR366C,0.59,0.39,-0.74,-0.32,-0.12,-0.29,0.58,0.76,0.65,0.11,-0.62,-0.62,-0.26,-0.35,-0.66,-0.42,-0.72,-0.02,1.98,0.53,0.4,0.42,0.21,0.12,0.4,-0.58,-0.54,-0.55,-0.53,-0.49,2.19,0.38,-0.15,-0.24,-0.6,-0.48
PEX4,peroxisome organization and biogenesis*,ubiquitin conjugating enzyme activity,YGR133W,0.44,0.56,-0.07,-0.47,-0.17,0.08,0.43,0.17,0.17,-0.47,-0.34,-0.35,0.1,-0.01,-0.2,-0.21,-0.33,-0.31,1.11,0.53,0.28,-0.02,-0.05,-0.23,0.04,0.02,-0.22,-0.22,-0.25,-0.21,1.24,0.33,0.01,0.01,-0.35,-0.28
BSD2,protein-vacuolar targeting*,molecular function unknown*,YBR290W,0.28,0.28,-0.01,-0.13,-0.23,-0.24,0.13,0.28,0.34,0.16,0.08,-0.4,-0.02,0.13,0.13,-0.17,-0.24,-0.29,0.72,0.33,0.05,0.04,0.03,0.02,0.06,0.3,-0.2,-0.1,-0.23,-0.25,0.36,0.46,-0.04,-0.02,-0.05,-0.25
MMR1,mitochondrion inheritance,molecular function unknown,YLR190W,0.19,0.33,0.32,0.29,-0.01,-0.36,0.5,0.52,0.53,0.3,0.01,-0.35,-0.24,0.03,0.09,-0.18,-0.15,-0.76,0.63,0.41,0.29,0.22,0.2,0.08,-0.15,-0.01,0.1,-0.27,-0.27,-0.43,0.76,0.73,0.46,-0.22,0.01,-0.19
ESA1,regulation of transcription from RNA polymerase II promoter*,histone acetyltransferase activity,YOR244W,-0.02,-0.01,0.08,0.05,-0.19,-0.24,0.02,0.17,0.14,0.28,-0.24,-0.28,0.46,0.29,0.09,0.03,-0.07,-0.19,0.83,0.33,0.16,0.07,0.19,-0.04,0.19,0.3,0.11,0.06,-0.1,-0.02,0.73,0.14,-0.08,0.23,-0.15,-0.15
DPB11,DNA replication initiation*,protein binding,YJL090C,-0.04,-0.15,0,-0.15,0.04,-0.21,0.07,0.16,0.14,0.15,-0.07,-0.12,0.41,0.12,0.14,0.18,-0.01,0.12,0.42,0.12,-0.01,0.01,-0.07,0,0.07,-0.03,-0.12,-0.06,0.01,-0.19,0.66,-0.15,-0.18,-0.13,0.04,-0.1
ASE1,mitotic spindle organization and biogenesis in nucleus*,microtubule binding,YOR058C,-0.34,-0.5,-0.53,-0.52,-0.25,-0.3,0.59,0.16,0.31,0.12,0.24,0,0.53,0.58,0.81,0.76,0.45,0.55,1.61,1.18,1.01,0.7,0.49,0.12,-0.34,-0.13,-0.06,-0.07,-0.12,-0.31,0.47,-0.03,-0.04,-0.36,-0.2,-0.22
BNR1,actin filament organization*,cytoskeletal protein binding,YIL159W,-0.05,-0.3,-0.37,-0.29,0.1,-0.18,0.6,0.03,-0.02,0.15,0.07,0,0.5,0.56,0.68,NA,0.39,0.67,1.35,0.75,0.47,0.23,0.34,0.16,0.25,0.1,-0.27,-0.17,0.02,0,0.29,0.12,0.31,-0.06,-0.02,-0.04
MIM1,protein complex assembly*,molecular function unknown,YOL026C,-0.03,0.15,-0.02,0.08,-0.03,-0.02,0.18,0.45,0.27,-0.3,-0.08,-0.31,0.21,0.16,0.28,0.12,0,0.26,1.56,0.45,0.45,0.31,0.26,0.12,0.18,0.03,0.1,0.17,-0.08,0.09,1.36,0.38,0.15,0.23,0.18,0.01
RPL28,protein biosynthesis,structural constituent of ribosome*,YGL103W,0.1,0.29,-0.02,-0.06,-0.23,-0.01,-0.14,0.38,0.37,0.11,0.06,-0.14,0.08,0.33,0.42,0.24,0.34,0.34,2.55,0.24,0.16,0.09,0.22,0.02,0,0.03,0.07,0,-0.13,0.26,1.12,0.07,-0.1,0.21,-0.07,-0.17
